939;901;1;3
393;57;2;2
723;904;1;1
307;493;1;0
136;975;1;0
789;219;1;0
417;466;2;3
708;320;3;3
109;242;4;0
530;833;3;1
978;498;5;1
804;633;5;1
422;545;5;2
101;514;2;1
247;3;2;1
298;55;2;3
545;739;5;1
659;606;1;1
414;948;5;0
947;758;3;1
584;321;3;1
995;718;2;3
400;65;3;0
997;119;4;2
834;373;1;0
35;816;1;0
44;737;4;1
774;808;2;2
873;386;5;1
887;261;4;2
809;244;3;0
608;251;2;1
137;300;4;2
747;430;5;2
242;555;3;0
813;108;4;2
552;790;2;2
89;92;2;3
960;851;5;1
441;823;4;0
599;52;4;3
527;497;4;3
752;782;4;1
370;162;5;1
391;371;2;3
65;705;1;3
440;264;1;3
98;690;2;1
760;126;3;0
731;839;3;0
219;303;2;1
947;629;5;3
576;199;3;0
42;272;2;0
907;280;2;0
530;864;2;1
312;635;2;3
898;274;5;3
879;304;5;2
351;489;3;1
728;379;4;3
88;129;4;0
908;657;5;1
848;526;3;2
582;4;3;0
4;823;1;3
317;620;5;1
605;22;5;0
597;880;5;1
39;341;3;3
188;854;1;0
434;321;4;1
684;293;4;1
324;201;1;1
807;205;2;3
610;471;1;1
364;283;2;0
958;295;5;0
962;247;1;3
634;430;1;0
117;377;4;2
355;885;2;0
819;50;5;0
642;23;3;1
496;506;4;0
369;62;1;3
439;515;3;3
166;703;3;1
486;413;4;3
61;48;2;3
311;591;1;2
506;893;3;3
559;543;5;0
711;775;1;3
322;959;4;3
518;621;1;1
928;660;3;3
703;562;3;0
338;392;4;1
194;980;2;2
420;516;4;0
828;397;3;2
359;989;2;3
752;376;4;0
609;413;5;2
99;150;3;2
27;19;5;3
260;434;2;1
799;120;4;3
871;77;3;0
135;140;2;2
702;397;2;2
585;785;5;1
624;534;3;3
483;204;3;1
353;599;4;1
837;916;4;2
455;138;4;1
592;174;2;3
608;14;1;2
25;157;5;2
871;930;5;3
642;32;3;2
250;883;3;2
458;109;3;1
767;840;2;1
726;7;2;2
80;465;4;0
255;631;2;3
277;527;1;0
952;46;2;2
196;240;4;3
45;204;2;0
89;828;1;3
550;773;1;1
824;506;1;2
207;572;1;2
820;835;2;0
339;294;5;3
667;242;2;3
792;429;4;3
719;187;5;0
218;86;2;1
431;683;3;2
739;581;4;0
862;164;4;0
498;94;3;1
292;686;4;1
61;490;5;3
124;659;5;1
905;579;1;1
298;962;3;3
415;7;3;3
791;624;1;3
665;831;5;1
972;552;2;2
994;407;1;3
496;170;1;0
765;745;3;1
307;39;3;1
635;284;2;2
39;751;1;1
128;73;2;3
875;471;2;1
780;937;4;2
132;427;5;1
299;510;2;0
837;516;1;2
713;780;5;2
940;959;5;1
133;936;2;3
206;758;5;1
923;452;4;0
790;990;5;0
723;208;2;1
244;591;2;0
499;704;4;3
715;808;1;2
15;126;4;2
553;856;2;2
878;961;5;2
482;54;1;3
623;147;5;2
17;264;3;3
112;113;2;0
710;238;2;0
361;794;5;3
47;449;5;0
796;675;3;2
219;187;1;2
789;403;2;1
40;474;1;2
595;709;5;2
461;249;3;0
310;941;1;3
407;118;5;2
407;669;2;0
889;733;5;2
366;276;3;2
784;844;5;2
84;56;1;3
115;321;3;3
325;140;1;0
402;920;5;2
28;299;3;3
938;727;3;2
508;88;5;3
64;767;4;3
593;895;1;3
703;510;2;0
647;946;2;1
151;947;4;1
539;319;2;0
709;418;5;0
350;36;2;3
956;362;3;2
145;449;1;0
133;572;2;2
980;666;4;3
419;352;4;2
69;849;2;0
586;618;1;0
846;249;2;1
100;502;2;3
766;144;3;1
392;549;2;0
7;850;3;1
978;943;3;2
294;342;1;3
288;692;2;2
616;859;2;2
255;462;3;3
919;254;3;2
147;406;3;2
785;893;3;0
236;186;2;1
75;307;3;3
943;536;5;1
966;533;3;3
900;968;5;3
585;320;3;0
301;799;3;0
426;504;3;2
476;649;2;3
469;299;3;3
550;587;5;3
524;271;5;0
776;202;5;0
8;789;2;2
494;960;3;2
87;843;3;0
964;305;5;3
560;883;2;1
672;458;3;1
619;323;2;1
919;191;4;3
887;920;3;1
877;34;3;2
150;257;4;1
477;654;2;1
669;799;1;1
808;805;2;2
619;225;1;1
579;20;5;3
556;235;5;1
100;846;4;0
635;582;3;3
628;321;1;3
56;350;2;0
201;615;5;2
745;145;3;2
758;228;3;0
402;980;3;3
947;666;3;3
519;486;3;3
700;945;5;0
711;706;5;2
718;305;5;2
516;93;2;3
260;958;2;2
480;651;5;0
454;827;1;0
444;999;1;2
783;454;2;2
383;103;1;0
758;673;3;3
49;882;1;0
793;98;3;1
519;990;2;2
154;811;5;0
653;333;4;1
406;12;1;0
458;729;5;0
566;577;2;1
894;496;4;2
440;71;3;3
841;101;1;1
980;579;5;0
662;282;3;0
284;599;4;1
384;602;3;0
940;884;5;2
403;730;2;3
203;77;3;3
463;749;2;1
934;278;5;0
